@RELATION genre_model
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
0.131848,0.067957,3.124433,0.283666,0.281926,1.019161,0.006256,0.214665,-22.749363,1.804025,0.275323,0.472956,-0.008811,-0.011697,-0.069398,0.069000,0.133400,0.010147,0.119385,0.188225,0.031322,0.013384,0.002170,0.024324,0.011018,0.022735,0.008518,0.112695,0.000944,0.005751,0.010704,0.039490,0.006082,0.036861,0.060523,0.053348,0.193047,0.050250,0.017660,0.504065,0.004091,0.176463,0.899750,0.508542,0.433806,0.404898,0.326928,0.274603,0.277476,0.274309,0.239239,0.241415,0.238521,0.216383,0.208660,0.013948,0.002959,0.021622,0.011248,0.016862,0.008433,0.088247,0.001280,0.006849,0.012073,0.036161,0.006469,0.021236,133.333333,0.296053,pop
0.128730,0.046477,3.201817,0.248576,0.255315,1.133124,0.003766,0.226087,-22.792588,1.491332,0.096034,0.281992,-0.066372,-0.076867,-0.231581,0.166977,0.150184,-0.087704,0.005824,0.055049,-0.008530,0.014494,0.004998,0.033242,0.020490,0.013322,0.010438,0.063450,0.001034,0.009244,0.009346,0.025187,0.008858,0.027188,0.049729,0.024193,0.115179,0.061256,0.032397,0.437421,0.002371,0.140959,0.787891,0.418617,0.372316,0.317946,0.266710,0.244443,0.274362,0.254495,0.264235,0.267472,0.249472,0.235427,0.198702,0.011424,0.005512,0.021851,0.017381,0.012336,0.010113,0.035356,0.001851,0.007911,0.009343,0.019254,0.009883,0.009578,150.000000,0.096882,pop
0.106396,0.102161,3.126138,0.266285,0.294707,0.660230,0.007686,0.160091,-22.729507,2.597744,0.307054,0.339910,0.200721,-0.008771,-0.272926,-0.239295,-0.067632,-0.029021,0.062367,0.008552,0.020973,0.020024,0.002129,0.051195,0.010916,0.032462,0.011839,0.076073,0.001060,0.008707,0.011967,0.043452,0.006074,0.036481,0.061944,0.069466,0.167489,0.075333,0.033827,0.451717,0.005625,0.173565,1.106255,0.507877,0.444074,0.392209,0.313276,0.287482,0.290499,0.253324,0.233218,0.229271,0.283129,0.244610,0.207769,0.019102,0.003039,0.038437,0.013046,0.025528,0.013764,0.064998,0.001545,0.011611,0.011654,0.044263,0.007112,0.013965,109.090909,0.102434,pop
0.105520,0.068090,3.155819,0.268188,0.281106,0.733743,0.006935,0.177754,-23.435076,2.123957,0.317825,0.352268,0.227433,0.019678,-0.119874,0.214012,0.305236,0.124363,0.085228,0.136591,0.024631,0.006349,0.007557,0.069940,0.008104,0.018340,0.007360,0.072623,0.000495,0.004804,0.014290,0.057893,0.003031,0.042176,0.065376,0.039453,0.139550,0.087632,0.034142,0.502706,0.005162,0.209987,1.099348,0.506481,0.479629,0.373711,0.320365,0.275175,0.286427,0.266146,0.277417,0.300127,0.259221,0.226381,0.210959,0.007785,0.008363,0.044364,0.011844,0.018114,0.010841,0.042140,0.000563,0.005312,0.013661,0.038210,0.004416,0.013746,171.428571,0.154825,pop
0.137458,0.061336,3.082830,0.300485,0.293212,0.917544,0.009403,0.254491,-25.239161,2.043502,0.224351,0.266709,0.087093,0.029195,-0.022790,-0.108564,0.061738,0.060802,0.189011,0.130015,0.073742,0.004531,0.001889,0.089093,0.005086,0.015622,0.016304,0.124841,0.001884,0.005972,0.004948,0.030950,0.002222,0.050899,0.126081,0.071904,0.237109,0.123025,0.035184,0.808154,0.010756,0.296178,1.884991,0.747392,0.512786,0.369213,0.318803,0.255115,0.253097,0.278173,0.275574,0.266447,0.232195,0.236592,0.235096,0.006057,0.003154,0.079839,0.008707,0.023180,0.022425,0.110993,0.003826,0.008363,0.005711,0.028488,0.003193,0.028725,200.000000,0.140890,pop
0.183346,0.050999,3.117498,0.321545,0.282100,1.457744,0.005959,0.341636,-23.250235,1.164988,0.009374,0.465588,0.063078,0.124745,0.177440,0.075622,0.045917,-0.170605,0.060826,0.043910,0.021910,0.011011,0.004062,0.037271,0.010747,0.015648,0.008380,0.062881,0.004698,0.003762,0.006445,0.033097,0.003186,0.027844,0.078294,0.033250,0.231521,0.061649,0.022654,0.594747,0.005000,0.199984,1.403898,0.548731,0.459098,0.388951,0.344900,0.286133,0.291568,0.293718,0.319981,0.293381,0.301722,0.270204,0.228017,0.014260,0.005623,0.033704,0.013473,0.014987,0.011490,0.066963,0.006759,0.004867,0.006348,0.035074,0.004930,0.017237,240.000000,0.149623,pop
0.098751,0.030032,3.136524,0.244650,0.286400,0.645306,0.006678,0.147670,-24.357951,2.484580,-0.019720,0.244632,-0.076925,0.025913,-0.216138,-0.091975,0.135432,0.023382,0.109319,-0.017687,0.007710,0.015233,0.003666,0.055583,0.015093,0.016716,0.013121,0.095490,0.001777,0.009684,0.014838,0.036910,0.005156,0.039634,0.053385,0.020176,0.179163,0.064432,0.029540,0.446986,0.005346,0.149423,1.358010,0.567162,0.386772,0.329688,0.288224,0.258719,0.256434,0.255446,0.300419,0.282204,0.279258,0.262702,0.215838,0.016469,0.005156,0.039772,0.017068,0.015384,0.016542,0.058595,0.003288,0.011527,0.015146,0.027803,0.006489,0.014612,150.000000,0.093679,pop
0.097937,0.026459,3.129429,0.195344,0.214398,0.860992,0.007495,0.155999,-24.267797,1.812069,0.007797,0.301018,-0.021417,0.306472,-0.154503,-0.190404,-0.113151,0.112368,0.007217,0.113819,-0.051872,0.008561,0.005607,0.054929,0.008156,0.015329,0.021854,0.048561,0.004222,0.008347,0.016158,0.039677,0.003982,0.030540,0.036338,0.020135,0.199806,0.039264,0.027526,0.358884,0.003976,0.098098,1.307945,0.566852,0.489516,0.380304,0.302461,0.360626,0.323979,0.325304,0.305796,0.314924,0.312091,0.237395,0.245620,0.009332,0.007205,0.033292,0.010023,0.015008,0.027933,0.042594,0.007464,0.012108,0.018131,0.040602,0.005697,0.012623,120.000000,0.147844,reggae
0.064040,0.008779,3.125788,0.157159,0.198262,0.503979,0.006064,0.088873,-25.961596,2.566189,-0.013882,0.651732,0.231316,0.145823,0.064768,-0.239215,-0.010093,-0.060323,-0.161487,0.000056,0.055679,0.036318,0.001599,0.041371,0.010437,0.035264,0.016964,0.041344,0.001209,0.004708,0.009323,0.041587,0.007877,0.031561,0.032366,0.009802,0.188921,0.048649,0.033523,0.300484,0.004115,0.063914,0.955617,0.449464,0.332104,0.289103,0.249132,0.232542,0.243060,0.244529,0.198655,0.215941,0.205584,0.195658,0.191923,0.030053,0.001872,0.029557,0.010007,0.024926,0.015641,0.026615,0.001615,0.004927,0.008563,0.027893,0.008376,0.009562,150.000000,0.113793,reggae
0.075231,0.012817,2.981333,0.171115,0.204927,0.609863,0.012298,0.113554,-25.793671,2.439125,0.388375,0.122137,0.127006,0.104318,-0.010878,-0.022865,-0.032200,0.140185,-0.050208,0.008238,0.012375,0.011590,0.002967,0.035966,0.013277,0.029307,0.010767,0.068290,0.001889,0.006076,0.014145,0.057863,0.005280,0.034316,0.044277,0.014651,0.320491,0.050378,0.028442,0.470370,0.008042,0.098163,1.649020,0.778512,0.528505,0.541110,0.352837,0.355996,0.329055,0.293832,0.287624,0.267579,0.247017,0.236490,0.215898,0.011985,0.005023,0.036825,0.013563,0.026711,0.014381,0.058939,0.003033,0.007865,0.012443,0.053057,0.007580,0.016369,200.000000,0.143124,reggae
0.085065,0.016056,3.049544,0.182405,0.207820,0.755903,0.011095,0.135633,-26.012455,1.714176,0.293060,0.742286,-0.080182,0.385914,-0.080580,0.062969,-0.057737,0.107816,0.008073,0.106994,0.091683,0.007985,0.002758,0.051354,0.006408,0.015892,0.011881,0.077427,0.003227,0.003768,0.011894,0.076482,0.001722,0.042891,0.059546,0.013325,0.315058,0.060912,0.037560,0.540013,0.009851,0.127515,1.671011,0.755196,0.621703,0.470042,0.369824,0.309203,0.312939,0.320197,0.270802,0.289278,0.239356,0.273536,0.246913,0.010858,0.004483,0.034953,0.009289,0.013948,0.015731,0.064264,0.005901,0.004745,0.014185,0.068061,0.002853,0.020302,150.000000,0.113730,reggae
0.084569,0.020742,3.038959,0.186933,0.207541,0.810919,0.010309,0.138109,-25.360366,1.687213,-0.115806,0.396184,0.005183,0.171589,0.022720,0.212478,0.073581,0.226619,0.020420,0.161641,0.090335,0.007435,0.008396,0.073064,0.004949,0.022207,0.013636,0.072185,0.002224,0.004338,0.009847,0.035393,0.004881,0.036537,0.048667,0.022208,0.263739,0.051456,0.027616,0.495805,0.006946,0.108523,1.922789,0.718910,0.565800,0.454771,0.433381,0.391560,0.371770,0.367319,0.304308,0.290121,0.285700,0.270181,0.232681,0.008838,0.011944,0.066322,0.007497,0.019690,0.019265,0.066318,0.003377,0.006714,0.011126,0.035745,0.008193,0.019301,120.000000,0.162427,reggae
0.073173,0.015520,3.116709,0.169700,0.194100,0.702890,0.011026,0.121621,-25.502220,1.854740,0.049178,0.463888,0.058648,0.179296,0.011502,0.052646,-0.056566,0.090718,0.127650,0.101515,-0.049362,0.008212,0.002974,0.031376,0.006992,0.020888,0.005709,0.092183,0.004376,0.006763,0.016228,0.060389,0.003944,0.040301,0.039749,0.010546,0.192161,0.046025,0.029309,0.452796,0.007895,0.089578,1.656654,0.751954,0.623130,0.414100,0.359531,0.374299,0.336090,0.324295,0.322576,0.278855,0.264455,0.249954,0.240752,0.010833,0.004274,0.033920,0.008516,0.020211,0.006967,0.071243,0.009211,0.010240,0.014650,0.049103,0.005740,0.019422,150.000000,0.097943,reggae
0.060879,0.027467,3.130464,0.145094,0.185388,0.522061,0.010418,0.092558,-25.020854,2.416976,0.250471,0.485053,0.039679,0.194926,0.043225,0.123782,-0.104655,0.029326,-0.043209,0.121382,-0.014641,0.011700,0.006128,0.053488,0.012859,0.020711,0.013084,0.065139,0.001585,0.006011,0.014617,0.042281,0.003471,0.035632,0.039771,0.023645,0.188612,0.044988,0.031590,0.396348,0.007514,0.079866,1.422425,0.738405,0.573818,0.455522,0.386426,0.334836,0.292606,0.283049,0.270477,0.265588,0.247024,0.233532,0.213908,0.013064,0.009589,0.047229,0.017776,0.018108,0.013953,0.052121,0.002240,0.008639,0.013995,0.037940,0.004628,0.015123,150.000000,0.110423,reggae
0.073968,0.012984,3.085483,0.166261,0.198108,0.646838,0.012240,0.118223,-25.672521,1.971857,-0.053095,0.377361,0.049405,0.221123,0.038094,-0.010336,-0.083464,-0.082361,0.016564,0.075626,-0.042389,0.012406,0.004618,0.035023,0.015831,0.014763,0.014785,0.086776,0.001998,0.006606,0.008810,0.056070,0.002101,0.041054,0.045237,0.011146,0.238038,0.048965,0.032463,0.447044,0.010378,0.101616,1.560363,0.701219,0.552164,0.433454,0.449790,0.413727,0.334536,0.321233,0.285061,0.313859,0.283900,0.271789,0.269272,0.017821,0.007256,0.030847,0.020698,0.014594,0.018219,0.088856,0.003187,0.008262,0.009414,0.057447,0.003161,0.023514,150.000000,0.138804,reggae
0.069573,0.023597,3.078169,0.164209,0.198832,0.600092,0.011281,0.106084,-25.157919,2.213273,0.158474,0.364079,0.073001,0.295897,0.109376,0.062947,0.127563,0.033294,0.035338,0.093657,-0.014446,0.010509,0.004232,0.052993,0.006703,0.019438,0.013295,0.075457,0.001639,0.003443,0.013730,0.051656,0.003105,0.036853,0.042060,0.017559,0.203406,0.046791,0.029777,0.426303,0.007809,0.087987,1.628446,0.690947,0.603823,0.443419,0.348758,0.348171,0.319882,0.283541,0.302555,0.292797,0.281117,0.265937,0.218893,0.011263,0.006816,0.047197,0.008238,0.020225,0.016491,0.056756,0.003013,0.004827,0.015115,0.042274,0.004248,0.016484,200.000000,0.136179,reggae
0.060646,0.011838,2.997397,0.159336,0.205265,0.459071,0.013567,0.103489,-26.511750,2.382565,-0.100289,0.423177,-0.193154,0.152355,0.002888,-0.015484,-0.066215,0.023065,-0.017826,0.116162,0.038154,0.012794,0.002528,0.064730,0.007914,0.020977,0.010503,0.127946,0.002732,0.006773,0.005820,0.037476,0.006272,0.046940,0.056605,0.011780,0.303617,0.077729,0.041057,0.463837,0.009936,0.145368,1.763468,0.682626,0.507785,0.511305,0.385457,0.361476,0.328737,0.324878,0.298248,0.268961,0.260933,0.253310,0.215709,0.015478,0.004400,0.051613,0.011018,0.022728,0.014393,0.101256,0.005277,0.010346,0.006614,0.036375,0.010324,0.023285,150.000000,0.126687,reggae
0.102921,0.012101,3.171970,0.197558,0.196812,0.923408,0.006749,0.186337,-26.205407,1.967834,0.471090,0.328614,-0.194443,0.272883,-0.072186,0.156474,-0.103234,-0.142298,-0.183779,-0.122754,-0.078429,0.035733,0.009601,0.029503,0.020113,0.021133,0.008684,0.032992,0.002302,0.003958,0.018731,0.014618,0.009146,0.027381,0.056665,0.010910,0.140757,0.051078,0.023802,0.464876,0.005149,0.126831,1.425750,0.526808,0.610441,0.378530,0.318201,0.312670,0.286094,0.267508,0.256707,0.245368,0.267323,0.278982,0.229661,0.031020,0.014327,0.024657,0.023080,0.020058,0.011904,0.025859,0.004206,0.005892,0.017231,0.013509,0.010314,0.010898,109.090909,0.091224,reggae
0.070437,0.013459,3.041009,0.183694,0.217110,0.594464,0.010875,0.099872,-25.981423,1.724279,-0.036329,0.337476,0.283389,0.163027,0.041086,0.035932,-0.123460,-0.039610,0.065081,0.152028,0.009603,0.008761,0.002629,0.066823,0.010472,0.012597,0.011635,0.104738,0.009880,0.003394,0.007271,0.056807,0.001676,0.045783,0.036809,0.015104,0.313480,0.039592,0.027617,0.385241,0.007310,0.080393,1.721618,0.707615,0.633590,0.416787,0.316042,0.284904,0.276998,0.295058,0.295565,0.280676,0.290149,0.244570,0.226348,0.011937,0.004550,0.062615,0.013967,0.014272,0.014531,0.079103,0.015906,0.005174,0.008812,0.050222,0.002380,0.020577,133.333333,0.128937,reggae
0.113968,0.017376,3.019186,0.212268,0.218418,0.935240,0.009472,0.181879,-25.601174,1.448853,-0.039564,0.503028,0.022230,0.316494,0.063380,0.105148,-0.001677,0.019899,-0.116304,0.122751,0.014821,0.008974,0.004655,0.068918,0.006951,0.017937,0.006943,0.063800,0.004746,0.004417,0.012223,0.037844,0.003953,0.033993,0.075379,0.017071,0.323984,0.067191,0.033732,0.554580,0.006544,0.154688,1.738730,0.647641,0.572776,0.459375,0.404787,0.349751,0.318551,0.256272,0.274216,0.285470,0.263971,0.257437,0.241204,0.010437,0.005928,0.050242,0.009148,0.016328,0.009731,0.055755,0.008373,0.006831,0.011621,0.046591,0.005428,0.017075,133.333333,0.132223,reggae
0.070624,0.022352,3.019786,0.158026,0.198566,0.535134,0.017685,0.106745,-25.702343,2.326751,0.170474,0.591010,-0.114833,0.212549,-0.057746,-0.129082,-0.122079,0.070355,0.073727,0.175923,0.029382,0.011985,0.003228,0.043104,0.010681,0.016368,0.017538,0.081661,0.002055,0.006431,0.013220,0.062158,0.001987,0.041338,0.048902,0.020301,0.316429,0.052590,0.038079,0.407277,0.013990,0.107792,1.923691,0.724998,0.559360,0.471187,0.420977,0.386340,0.365286,0.358243,0.351560,0.324679,0.331220,0.276837,0.237656,0.015564,0.006619,0.039481,0.016896,0.014830,0.023426,0.072729,0.003955,0.008976,0.017143,0.061135,0.002847,0.021076,120.000000,0.138604,reggae
0.068611,0.020492,3.025057,0.170130,0.208714,0.573503,0.013206,0.106245,-26.338961,2.079702,0.349435,0.443291,-0.055441,0.243407,0.053164,0.066198,-0.119938,-0.012088,-0.143937,0.014122,-0.029538,0.010541,0.011332,0.082182,0.007603,0.019393,0.010719,0.111129,0.004008,0.003939,0.008083,0.034023,0.002303,0.048602,0.056655,0.018389,0.304013,0.065159,0.036579,0.524630,0.010031,0.115474,2.061189,0.796250,0.594160,0.511763,0.451042,0.324977,0.310603,0.292510,0.290692,0.259220,0.267239,0.264212,0.237761,0.013291,0.020672,0.063137,0.011799,0.025591,0.013075,0.089557,0.006674,0.007596,0.009977,0.039876,0.004711,0.022414,133.333333,0.085288,reggae
0.068348,0.026645,3.047753,0.179475,0.220847,0.463439,0.011027,0.093125,-24.952092,2.559779,0.486497,0.376801,0.063948,0.170614,-0.017495,0.057880,-0.090038,0.062647,-0.023567,0.129991,-0.012235,0.015429,0.002774,0.038842,0.015714,0.025672,0.012341,0.081247,0.000984,0.007134,0.017378,0.059471,0.004586,0.038420,0.041436,0.025626,0.255936,0.057698,0.037281,0.340206,0.006882,0.103316,1.382700,0.574908,0.473011,0.426294,0.340847,0.313887,0.280359,0.271595,0.253871,0.254214,0.271976,0.238703,0.245288,0.017788,0.004816,0.031781,0.020584,0.024645,0.016726,0.059305,0.001988,0.008868,0.017233,0.053046,0.007405,0.014105,133.333333,0.124626,reggae
0.079619,0.036916,3.160872,0.195018,0.216609,0.757712,0.007982,0.120362,-23.535377,1.829587,0.280771,0.376517,0.102939,0.002520,0.099142,-0.061298,-0.076643,0.034505,0.074822,0.136062,0.033658,0.006075,0.002687,0.044548,0.017017,0.012891,0.011082,0.144177,0.002764,0.003871,0.007129,0.046714,0.002062,0.048367,0.031837,0.020217,0.121571,0.035559,0.020821,0.367615,0.006738,0.073039,1.238922,0.528735,0.378185,0.353142,0.261013,0.280237,0.243567,0.243181,0.245683,0.230536,0.216528,0.236551,0.222190,0.007540,0.003525,0.035027,0.017264,0.009397,0.011362,0.096691,0.004001,0.004568,0.006268,0.039858,0.002713,0.021987,133.333333,0.117524,reggae
0.078406,0.023970,3.057375,0.174201,0.197416,0.759477,0.011495,0.131383,-25.132816,1.674411,0.146675,0.507472,-0.025165,0.222967,0.003465,0.004824,-0.072091,-0.010862,-0.013591,0.129456,0.071999,0.009377,0.003059,0.096000,0.008256,0.020073,0.015505,0.099977,0.005664,0.002774,0.007913,0.018155,0.002534,0.047166,0.052680,0.018624,0.239014,0.054243,0.028506,0.537045,0.008126,0.106512,1.614864,0.775406,0.569602,0.522334,0.417743,0.428389,0.354934,0.337511,0.320643,0.271352,0.277636,0.243080,0.241779,0.011692,0.004729,0.075046,0.012521,0.017435,0.020915,0.083121,0.009849,0.003806,0.008560,0.017485,0.004243,0.025632,120.000000,0.101803,reggae
0.078166,0.015207,3.042687,0.183838,0.210537,0.663390,0.011025,0.131846,-25.700250,2.217923,0.476816,0.260854,0.042579,0.164005,0.014877,0.016729,-0.043935,0.003940,-0.070333,0.070985,0.024348,0.009276,0.006586,0.057432,0.009149,0.024418,0.010717,0.081073,0.003061,0.005145,0.011807,0.055814,0.002330,0.039978,0.054340,0.015331,0.249143,0.062211,0.032362,0.515581,0.008720,0.123885,1.589264,0.745006,0.512681,0.445357,0.355252,0.344234,0.294477,0.292628,0.274458,0.258843,0.263755,0.233034,0.221975,0.011158,0.008626,0.041785,0.013812,0.021741,0.014122,0.064410,0.005052,0.006317,0.010846,0.056424,0.003471,0.018362,150.000000,0.131767,reggae
0.071866,0.027245,3.038071,0.170368,0.206535,0.577944,0.014637,0.109671,-25.668687,2.213546,0.356476,0.642033,0.192562,0.463392,0.179219,0.179574,-0.042204,-0.127452,-0.063407,0.005890,0.109489,0.007803,0.002374,0.077961,0.007873,0.039037,0.011872,0.068635,0.001019,0.003299,0.011372,0.036122,0.002512,0.039719,0.058443,0.024085,0.310456,0.067810,0.037028,0.494201,0.011599,0.121249,1.999325,0.802689,0.594849,0.455040,0.420601,0.383797,0.352048,0.269300,0.273029,0.280733,0.244650,0.266252,0.258663,0.010946,0.003854,0.063717,0.010391,0.034774,0.015114,0.058322,0.002253,0.005521,0.014828,0.037236,0.004969,0.017319,150.000000,0.110160,reggae
0.057183,0.023201,3.086547,0.160643,0.204168,0.474905,0.013182,0.080816,-25.564649,2.286988,0.121335,0.539178,0.010770,0.264636,0.173463,0.029757,-0.032130,0.105044,-0.023552,0.163664,0.137994,0.011259,0.001713,0.058492,0.012118,0.014502,0.011681,0.086999,0.002719,0.004518,0.005347,0.086337,0.002607,0.049095,0.038637,0.015949,0.245861,0.050509,0.028838,0.369313,0.010235,0.072290,1.586194,0.634182,0.495665,0.481892,0.406267,0.387375,0.392049,0.336529,0.336418,0.345965,0.295005,0.308188,0.247060,0.016099,0.003070,0.048102,0.019173,0.015761,0.015665,0.080423,0.005092,0.007823,0.006552,0.066835,0.003867,0.020266,120.000000,0.115115,reggae
0.092988,0.032247,3.142986,0.188435,0.203116,0.859939,0.006695,0.144308,-23.548117,1.598479,0.193969,0.478166,0.180577,0.237265,-0.127225,-0.176741,-0.083870,0.046928,-0.064710,-0.062259,-0.073308,0.027785,0.003006,0.042188,0.009027,0.015867,0.010864,0.053059,0.004026,0.007430,0.014487,0.048269,0.004620,0.030336,0.036718,0.026351,0.154900,0.039848,0.023900,0.404136,0.004171,0.087701,0.895683,0.497774,0.418802,0.411848,0.311465,0.312735,0.281688,0.268676,0.263336,0.257128,0.244411,0.213575,0.203560,0.024658,0.004317,0.034120,0.011121,0.016385,0.013229,0.043294,0.007878,0.011117,0.014208,0.040604,0.006269,0.013405,150.000000,0.085038,reggae
0.072598,0.036231,3.102388,0.188462,0.211199,0.670578,0.008814,0.106672,-23.926196,1.486088,0.305073,0.337695,0.091312,0.157729,0.085307,0.187040,0.093507,0.022145,-0.016345,0.170034,0.117524,0.006968,0.003202,0.079690,0.008665,0.012201,0.007480,0.145217,0.002002,0.002606,0.005969,0.056081,0.002597,0.055120,0.033663,0.019728,0.134858,0.038082,0.023951,0.317155,0.006613,0.074597,1.320921,0.425928,0.440619,0.319208,0.341387,0.281161,0.279222,0.257628,0.260459,0.254310,0.239126,0.247801,0.210772,0.008332,0.003930,0.052036,0.010786,0.011910,0.007950,0.098882,0.002617,0.004090,0.006804,0.044845,0.003002,0.020310,150.000000,0.178068,reggae
0.123404,0.024306,3.071190,0.218962,0.220899,1.050302,0.008006,0.205232,-25.349325,1.385202,0.910591,0.487637,0.055744,0.291440,0.130860,0.214809,0.109200,0.043782,0.058627,0.113470,-0.070773,0.008225,0.004864,0.059966,0.006760,0.019521,0.003667,0.084762,0.001027,0.002107,0.015862,0.046906,0.002051,0.038701,0.062118,0.015261,0.256054,0.052804,0.022533,0.535447,0.007386,0.129857,1.706131,0.604043,0.436923,0.402405,0.326959,0.297283,0.258638,0.236918,0.243379,0.247811,0.215276,0.200182,0.209425,0.009142,0.006021,0.045977,0.009254,0.015757,0.003433,0.053164,0.001469,0.002234,0.014288,0.051465,0.003012,0.016052,240.000000,0.176413,reggae
0.072366,0.018909,3.105986,0.172973,0.200017,0.661646,0.010746,0.121889,-25.383269,2.112609,0.344619,0.245829,-0.162611,0.200034,-0.019088,0.006613,-0.044942,0.195728,0.124075,0.097886,0.032880,0.008144,0.002972,0.031975,0.008907,0.039028,0.012501,0.078439,0.002775,0.010289,0.010729,0.039646,0.005385,0.038757,0.044381,0.017115,0.256105,0.054377,0.029040,0.473665,0.009496,0.104142,1.718882,0.658028,0.502277,0.482919,0.435755,0.380864,0.328829,0.307748,0.296251,0.287776,0.281450,0.256163,0.238903,0.010808,0.004066,0.031938,0.012059,0.036932,0.016469,0.063497,0.004710,0.014706,0.010943,0.036799,0.008294,0.018872,133.333333,0.135992,reggae
0.074340,0.019188,3.078873,0.167528,0.194831,0.701272,0.012300,0.120336,-25.577941,1.813214,0.139504,0.531638,0.214153,0.288342,0.009485,-0.036940,0.027172,0.204801,0.205120,0.182729,-0.019691,0.008040,0.002303,0.060750,0.005487,0.017968,0.009024,0.074793,0.004635,0.006548,0.007907,0.057384,0.003804,0.041327,0.050650,0.016833,0.279621,0.052609,0.033175,0.524408,0.010617,0.101293,1.884889,0.865363,0.516858,0.437189,0.405175,0.353450,0.340284,0.352162,0.313406,0.289356,0.281042,0.244186,0.233431,0.009003,0.004046,0.050992,0.007570,0.018098,0.012086,0.068940,0.008750,0.009973,0.007942,0.054881,0.005895,0.020596,120.000000,0.102354,reggae
0.074835,0.022444,3.087005,0.176993,0.205137,0.699347,0.012676,0.122451,-25.492994,1.968193,0.376163,0.474515,0.097725,0.303434,-0.036959,0.012808,-0.079969,0.087796,0.116290,0.151401,0.087589,0.006090,0.001623,0.061308,0.013412,0.018920,0.009421,0.088181,0.003015,0.005191,0.008026,0.063768,0.002154,0.045481,0.045580,0.018893,0.241014,0.048862,0.027541,0.521801,0.011920,0.100969,1.759336,0.732950,0.591299,0.455321,0.368831,0.369205,0.317430,0.298444,0.311888,0.329148,0.236458,0.255946,0.213867,0.008466,0.003154,0.056331,0.018948,0.015500,0.012685,0.096095,0.006164,0.008571,0.007694,0.051653,0.003369,0.023830,133.333333,0.108718,reggae
0.092060,0.021422,2.949198,0.195392,0.221208,0.602437,0.014387,0.122346,-26.133367,2.174546,0.332120,0.366806,0.122514,0.266504,-0.042569,-0.162012,0.042770,0.066367,0.035150,0.112764,0.135723,0.006066,0.001314,0.058110,0.012376,0.035838,0.012311,0.047881,0.003783,0.005964,0.006945,0.064650,0.004546,0.036676,0.074096,0.026516,0.382164,0.068445,0.032253,0.498477,0.012496,0.146060,1.970599,0.695623,0.659808,0.436816,0.391392,0.392725,0.407889,0.388161,0.332128,0.318306,0.262262,0.258433,0.231549,0.007096,0.001764,0.049521,0.017911,0.030011,0.018071,0.043694,0.007175,0.008261,0.006504,0.067635,0.008336,0.016854,133.333333,0.165010,reggae
